customer_id,email,segment,created_at,lifetime_value,risk_score
62,user62@example.com,new,2024-07-09,2832.54,0.162
63,user63@example.com,new,2025-02-01,129.11,0.066
64,user64@example.com,casual,2025-05-13,371.51,0.092
65,user65@example.com,vip,2025-04-10,4994.89,0.015
66,user66@example.com,casual,2024-09-23,727.43,0.037
67,user67@example.com,loyal,2023-11-06,2.95,0.078
68,user68@example.com,loyal,2024-07-24,3538.06,0.188
69,user69@example.com,casual,2025-01-01,318.53,0.027
70,user70@example.com,new,2024-05-18,457.66,0.135
71,user71@example.com,new,2023-01-12,1993.48,0.092
72,user72@example.com,new,2023-04-04,678.76,0.083
73,user73@example.com,new,2023-01-29,3156.22,0.064
74,user74@example.com,loyal,2024-10-27,4479.2,0.084
75,user75@example.com,vip,2023-12-31,1700.8,0.141
76,user76@example.com,casual,2024-12-06,3394.45,0.021
77,user77@example.com,casual,2025-03-26,445.62,0.078
78,user78@example.com,loyal,2023-09-21,2074.21,0.021
79,user79@example.com,vip,2024-08-02,789.6,0.012
80,user80@example.com,loyal,2024-02-06,3406.46,0.036
81,user81@example.com,casual,2025-05-15,4034.83,0.08
82,user82@example.com,casual,2024-07-20,793.31,0.02
83,user83@example.com,loyal,2024-09-07,792.18,0.086
84,user84@example.com,vip,2024-01-31,3385.69,0.077
85,user85@example.com,loyal,2025-02-26,669.37,0.011
86,user86@example.com,loyal,2025-04-04,662.67,0.052
87,user87@example.com,new,2024-11-29,914.74,0.051
88,user88@example.com,new,2023-07-17,1493.95,0.044
89,user89@example.com,loyal,2024-03-10,2027.43,0.108
90,user90@example.com,loyal,2024-08-09,3992.26,0.117
91,user91@example.com,loyal,2025-05-11,1774.2,0.06
92,user92@example.com,casual,2024-09-15,3130.58,0.048
93,user93@example.com,loyal,2023-10-21,4460.68,0.142
94,user94@example.com,new,2023-12-21,2483.59,0.078
95,user95@example.com,new,2023-01-24,1989.28,0.065
96,user96@example.com,casual,2023-07-17,4262.78,0.076
97,user97@example.com,loyal,2023-11-10,4023.88,0.116
98,user98@example.com,casual,2024-10-04,3705.46,0.162
99,user99@example.com,casual,2023-08-25,3509.78,0.012
100,user100@example.com,casual,2024-03-04,1749.62,0.25
101,user101@example.com,casual,2025-01-29,4697.01,0.136
102,user102@example.com,new,2023-06-19,2257.91,0.077
103,user103@example.com,new,2025-05-29,4872.06,0.035
104,user104@example.com,loyal,2024-05-16,622.59,0.137
105,user105@example.com,vip,2024-01-03,1876.99,0.09
106,user106@example.com,loyal,2024-04-05,2476.43,0.051
107,user107@example.com,casual,2023-08-29,354.62,0.079
108,user108@example.com,casual,2023-05-04,4611.22,0.084
109,user109@example.com,loyal,2024-11-15,1804.18,0.119
110,user110@example.com,loyal,2025-04-09,501.18,0.076
111,user111@example.com,loyal,2023-02-15,383.12,0.147
112,user112@example.com,casual,2024-10-27,75.8,0.106
113,user113@example.com,new,2023-11-15,3346.11,0.116
114,user114@example.com,casual,2024-05-03,1430.33,0.176
115,user115@example.com,new,2023-01-20,2473.35,0.038
116,user116@example.com,casual,2025-03-15,4865.96,0.063
117,user117@example.com,loyal,2023-06-17,4537.12,0.058
118,user118@example.com,casual,2024-12-15,121.48,0.045
119,user119@example.com,new,2024-09-17,3063.2,0.147
120,user120@example.com,casual,2024-11-13,514.61,0.168
121,user121@example.com,casual,2025-03-19,1604.67,0.142
122,user122@example.com,vip,2023-05-05,592.79,0.128
123,user123@example.com,casual,2023-02-15,3092.94,0.112
124,user124@example.com,casual,2024-04-27,2831.67,0.142
125,user125@example.com,casual,2023-09-15,3988.68,0.023
126,user126@example.com,casual,2023-10-06,3141.39,0.107
127,user127@example.com,casual,2023-11-15,1033.01,0.114
128,user128@example.com,casual,2023-12-14,1875.01,0.042
129,user129@example.com,casual,2023-06-12,1648.39,0.014
130,user130@example.com,casual,2024-10-29,4058.69,0.073
131,user131@example.com,casual,2024-10-18,3590.38,0.118
132,user132@example.com,casual,2023-04-22,4538.94,0.02
133,user133@example.com,casual,2024-11-30,91.9,0.205
134,user134@example.com,new,2023-09-22,1902.71,0.124
135,user135@example.com,casual,2023-06-08,233.72,0.057
136,user136@example.com,casual,2024-06-19,4187.5,0.055
137,user137@example.com,new,2024-02-22,1595.03,0.096
138,user138@example.com,casual,2023-07-18,1975.59,0.027
139,user139@example.com,casual,2023-06-12,1824.81,0.048
140,user140@example.com,casual,2024-03-18,1776.34,0.193
141,user141@example.com,new,2025-06-12,4966.8,0.081
142,user142@example.com,casual,2023-03-19,2009.71,0.036
143,user143@example.com,casual,2024-01-19,4573.78,0.208
144,user144@example.com,casual,2023-08-01,4086.92,0.047
145,user145@example.com,new,2023-01-17,2964.04,0.113
146,user146@example.com,new,2023-06-07,4133.06,0.093
147,user147@example.com,casual,2024-11-19,4586.58,0.071
148,user148@example.com,new,2023-06-27,3120.49,0.032
149,user149@example.com,new,2023-12-03,3238.2,0.079
150,user150@example.com,vip,2023-08-07,979.98,0.072
151,user151@example.com,loyal,2023-08-19,2584.87,0.125
152,user152@example.com,vip,2025-02-20,3711.75,0.075
153,user153@example.com,casual,2023-08-11,297.33,0.056
154,user154@example.com,new,2024-01-03,2645.34,0.124
155,user155@example.com,casual,2024-04-16,2363.6,0.011
156,user156@example.com,casual,2023-10-23,4230.42,0.067
157,user157@example.com,loyal,2023-09-09,39.36,0.176
158,user158@example.com,casual,2025-06-06,903.42,0.033
159,user159@example.com,casual,2024-10-28,1563.01,0.031
160,user160@example.com,new,2023-07-14,888.58,0.252
161,user161@example.com,new,2023-07-26,981.49,0.179
162,user162@example.com,loyal,2025-02-27,1392.31,0.077
163,user163@example.com,loyal,2024-04-02,1591.71,0.101
164,user164@example.com,new,2025-01-20,1565.06,0.088
165,user165@example.com,casual,2023-03-11,995.76,0.041
166,user166@example.com,casual,2023-08-29,2904.97,0.046
167,user167@example.com,casual,2025-02-11,2442.63,0.03
168,user168@example.com,new,2025-03-18,2960.54,0.112
169,user169@example.com,new,2024-03-13,244.88,0.068
170,user170@example.com,vip,2024-09-11,1900.88,0.068
171,user171@example.com,casual,2024-01-24,4781.59,0.066
172,user172@example.com,loyal,2024-02-19,3807.51,0.096
173,user173@example.com,casual,2024-07-26,3011.83,0.029
174,user174@example.com,new,2025-02-16,463.44,0.047
175,user175@example.com,loyal,2024-03-05,3487.45,0.061
176,user176@example.com,new,2024-06-04,4773.64,0.118
177,user177@example.com,vip,2025-06-06,1476.58,0.112
178,user178@example.com,vip,2024-06-30,3498.05,0.084
179,user179@example.com,vip,2025-02-19,2127.63,0.119
180,user180@example.com,loyal,2023-11-12,3557.44,0.062
181,user181@example.com,casual,2024-01-11,3676.33,0.064
182,user182@example.com,casual,2024-07-25,1800.67,0.032
183,user183@example.com,casual,2025-04-18,1054.98,0.189
184,user184@example.com,casual,2023-01-12,1445.78,0.113
185,user185@example.com,loyal,2024-03-05,1552.7,0.031
186,user186@example.com,casual,2024-12-12,2686.3,0.144
187,user187@example.com,loyal,2024-09-10,2562.76,0.04
188,user188@example.com,casual,2023-02-14,2744.96,0.059
189,user189@example.com,casual,2023-09-19,4613.95,0.117
190,user190@example.com,loyal,2024-10-24,2855.87,0.099
191,user191@example.com,casual,2025-03-20,1752.23,0.05
192,user192@example.com,vip,2024-11-22,1875.99,0.082
193,user193@example.com,casual,2025-01-06,2400.53,0.019
194,user194@example.com,vip,2023-12-03,4455.44,0.146
195,user195@example.com,new,2024-04-09,3973.37,0.075
196,user196@example.com,vip,2023-07-14,4480.5,0.339
197,user197@example.com,casual,2024-12-26,1808.46,0.015
198,user198@example.com,new,2023-10-13,2493.98,0.064
199,user199@example.com,loyal,2024-08-31,317.1,0.179
200,user200@example.com,casual,2023-07-18,4658.84,0.066
201,user201@example.com,new,2024-03-08,1689.59,0.087
202,user202@example.com,loyal,2023-02-03,2703.26,0.206
203,user203@example.com,new,2025-05-09,2441.97,0.079
204,user204@example.com,new,2024-02-22,2717.81,0.018
205,user205@example.com,casual,2023-03-15,4172.81,0.095
206,user206@example.com,new,2024-04-30,2444.59,0.076
207,user207@example.com,loyal,2025-01-01,3571.84,0.079
208,user208@example.com,loyal,2023-08-15,3644.1,0.037
209,user209@example.com,casual,2025-05-02,2114.01,0.09
210,user210@example.com,loyal,2025-05-07,1724.37,0.114
211,user211@example.com,new,2023-08-25,998.22,0.056
212,user212@example.com,new,2023-09-26,254.93,0.086
213,user213@example.com,loyal,2023-01-02,1000.02,0.037
214,user214@example.com,casual,2024-09-14,3868.01,0.043
215,user215@example.com,loyal,2024-09-15,4000.41,0.029
216,user216@example.com,casual,2023-08-20,1467.65,0.032
217,user217@example.com,new,2025-02-19,1925.17,0.053
218,user218@example.com,loyal,2025-05-10,2834.9,0.162
219,user219@example.com,new,2024-05-11,1454.67,0.113
220,user220@example.com,casual,2023-11-04,1820.6,0.025
221,user221@example.com,new,2023-12-22,3813.43,0.194
222,user222@example.com,new,2023-01-19,4474.78,0.067
223,user223@example.com,loyal,2024-02-18,1402.34,0.007
224,user224@example.com,vip,2024-10-06,4537.71,0.014
225,user225@example.com,casual,2025-05-16,1224.6,0.035
226,user226@example.com,vip,2023-06-24,3684.48,0.023
227,user227@example.com,new,2023-09-30,3347.49,0.046
228,user228@example.com,loyal,2024-11-25,4755.67,0.065
229,user229@example.com,casual,2024-11-05,1489.31,0.038
230,user230@example.com,vip,2023-03-18,2611.65,0.065
231,user231@example.com,new,2023-12-19,3547.66,0.06
232,user232@example.com,new,2023-04-09,250.51,0.022
233,user233@example.com,loyal,2024-09-24,751.59,0.18
234,user234@example.com,vip,2025-06-19,2189.9,0.018
235,user235@example.com,casual,2024-01-17,2351.38,0.072
236,user236@example.com,new,2024-08-16,3931.46,0.022
237,user237@example.com,loyal,2024-09-11,1960.25,0.035
238,user238@example.com,casual,2023-02-28,841.51,0.095
239,user239@example.com,new,2024-12-05,952.69,0.186
240,user240@example.com,casual,2025-04-15,1584.73,0.063
241,user241@example.com,new,2024-11-08,3918.54,0.032
242,user242@example.com,casual,2023-04-11,3925.44,0.028
243,user243@example.com,casual,2025-01-17,2834.89,0.012
244,user244@example.com,casual,2023-05-10,3810.35,0.146
245,user245@example.com,new,2025-02-05,3264.04,0.299
246,user246@example.com,new,2023-09-13,4398.8,0.043
247,user247@example.com,new,2025-02-19,350.75,0.049
248,user248@example.com,casual,2024-06-17,1925.85,0.169
249,user249@example.com,new,2024-01-07,1324.29,0.063
250,user250@example.com,loyal,2024-10-12,1070.37,0.086
251,user251@example.com,new,2024-12-14,3662.13,0.072
252,user252@example.com,casual,2024-08-17,3279.08,0.11
253,user253@example.com,new,2024-05-30,3848.11,0.154
254,user254@example.com,casual,2025-01-13,2942.45,0.239
255,user255@example.com,casual,2025-01-17,2125.18,0.012
256,user256@example.com,new,2024-11-13,938.86,0.012
257,user257@example.com,casual,2024-08-06,1586.82,0.223
258,user258@example.com,loyal,2024-02-11,4916.34,0.24
259,user259@example.com,casual,2023-05-10,810.33,0.082
260,user260@example.com,casual,2023-10-10,4456.58,0.158
261,user261@example.com,loyal,2023-06-25,630.08,0.01
262,user262@example.com,casual,2023-02-21,2562.39,0.007
263,user263@example.com,casual,2023-08-23,2210.33,0.139
264,user264@example.com,vip,2025-06-04,3536.01,0.155
265,user265@example.com,new,2023-10-31,3291.39,0.018
266,user266@example.com,casual,2025-05-03,2058.3,0.092
267,user267@example.com,casual,2024-01-26,1504.38,0.054
268,user268@example.com,casual,2024-03-28,2683.37,0.04
269,user269@example.com,casual,2025-03-02,4464.81,0.043
270,user270@example.com,loyal,2023-03-11,3424.04,0.145
271,user271@example.com,loyal,2024-02-25,3777.05,0.145
272,user272@example.com,new,2024-01-21,678.13,0.095
273,user273@example.com,new,2023-04-21,3858.53,0.12
274,user274@example.com,vip,2025-04-17,3436.18,0.149
275,user275@example.com,new,2025-06-13,107.09,0.01
276,user276@example.com,loyal,2023-12-27,1060.95,0.023
277,user277@example.com,casual,2023-02-07,2308.89,0.051
278,user278@example.com,vip,2023-06-30,4297.72,0.124
279,user279@example.com,casual,2024-04-15,1804.53,0.159
280,user280@example.com,casual,2025-02-13,3985.66,0.139
281,user281@example.com,loyal,2025-05-24,2063.95,0.06
282,user282@example.com,casual,2024-06-25,3436.48,0.283
283,user283@example.com,new,2024-06-07,611.08,0.021
284,user284@example.com,loyal,2024-12-11,3142.28,0.035
285,user285@example.com,loyal,2023-09-27,4200.14,0.133
286,user286@example.com,loyal,2023-10-12,3527.73,0.103
287,user287@example.com,casual,2023-05-01,3512.82,0.121
288,user288@example.com,casual,2024-06-02,1436.46,0.188
289,user289@example.com,casual,2024-12-06,817.36,0.09
290,user290@example.com,casual,2025-04-29,237.67,0.067
291,user291@example.com,loyal,2024-11-13,4189.95,0.048
292,user292@example.com,vip,2024-10-29,170.43,0.123
293,user293@example.com,loyal,2023-08-12,3632.18,0.126
294,user294@example.com,casual,2023-08-04,2760.82,0.087
295,user295@example.com,new,2024-10-08,4690.26,0.126
296,user296@example.com,casual,2024-07-13,4146.13,0.183
297,user297@example.com,new,2024-11-13,680.81,0.034
298,user298@example.com,casual,2023-04-30,4284.71,0.184
299,user299@example.com,new,2023-09-10,2229.52,0.093
300,user300@example.com,new,2024-07-20,2679.8,0.03
301,user301@example.com,loyal,2024-02-05,959.98,0.091
302,user302@example.com,casual,2023-01-11,2717.7,0.12
303,user303@example.com,casual,2024-11-30,2833.0,0.087
304,user304@example.com,casual,2023-12-02,92.4,0.084
305,user305@example.com,casual,2024-06-10,4948.85,0.064
306,user306@example.com,casual,2024-12-25,879.45,0.159
307,user307@example.com,loyal,2023-09-07,159.61,0.17
308,user308@example.com,casual,2024-08-22,782.97,0.182
309,user309@example.com,casual,2024-10-13,3969.87,0.078
310,user310@example.com,casual,2024-12-02,2899.25,0.065
311,user311@example.com,new,2024-07-21,2196.38,0.107
312,user312@example.com,casual,2023-05-21,3148.24,0.243
313,user313@example.com,loyal,2024-12-31,2289.65,0.047
314,user314@example.com,loyal,2024-09-29,630.25,0.052
315,user315@example.com,loyal,2023-06-02,2825.39,0.157
316,user316@example.com,vip,2023-02-15,96.82,0.146
317,user317@example.com,loyal,2023-09-13,4359.15,0.181
318,user318@example.com,new,2023-03-09,652.34,0.125
319,user319@example.com,vip,2023-12-01,3991.6,0.103
320,user320@example.com,loyal,2024-08-13,861.42,0.036
321,user321@example.com,vip,2023-03-19,4520.6,0.024
322,user322@example.com,vip,2024-09-28,3826.32,0.099
323,user323@example.com,loyal,2025-05-10,3965.04,0.122
324,user324@example.com,new,2025-04-15,454.77,0.065
325,user325@example.com,loyal,2023-01-15,569.01,0.117
326,user326@example.com,casual,2023-08-07,1788.43,0.038
327,user327@example.com,loyal,2024-01-27,1660.64,0.108
328,user328@example.com,casual,2024-01-14,137.5,0.115
329,user329@example.com,loyal,2025-01-19,4916.67,0.032
330,user330@example.com,new,2025-05-17,1549.13,0.035
331,user331@example.com,casual,2023-06-03,2114.67,0.009
332,user332@example.com,new,2023-04-06,3301.8,0.051
333,user333@example.com,loyal,2023-07-12,3867.09,0.038
334,user334@example.com,casual,2023-05-30,1296.91,0.03
335,user335@example.com,loyal,2025-05-15,882.45,0.048
336,user336@example.com,casual,2023-02-19,4923.44,0.046
337,user337@example.com,new,2024-01-03,3134.54,0.06
338,user338@example.com,new,2025-03-19,1227.6,0.147
339,user339@example.com,loyal,2024-01-23,936.35,0.099
340,user340@example.com,new,2023-08-29,1501.66,0.083
341,user341@example.com,loyal,2025-01-06,1591.29,0.136
342,user342@example.com,casual,2024-12-13,2249.6,0.014
343,user343@example.com,new,2025-06-09,4421.88,0.077
344,user344@example.com,new,2024-08-26,2819.35,0.079
345,user345@example.com,casual,2024-12-18,2891.14,0.057
346,user346@example.com,casual,2023-01-25,2689.19,0.004
347,user347@example.com,casual,2025-05-16,4979.92,0.155
348,user348@example.com,loyal,2023-07-04,486.21,0.087
349,user349@example.com,loyal,2024-12-27,2346.23,0.034
350,user350@example.com,casual,2024-11-13,1591.93,0.048
351,user351@example.com,loyal,2024-12-02,3124.03,0.094
352,user352@example.com,new,2023-05-09,203.9,0.05
353,user353@example.com,casual,2024-06-04,3228.55,0.045
354,user354@example.com,loyal,2025-05-07,4857.83,0.106
355,user355@example.com,casual,2025-04-30,2562.35,0.256
356,user356@example.com,loyal,2025-03-31,4151.68,0.428
357,user357@example.com,new,2025-05-31,3335.34,0.12
358,user358@example.com,new,2024-02-27,2528.25,0.043
359,user359@example.com,new,2025-01-09,397.25,0.149
360,user360@example.com,vip,2025-03-18,3725.43,0.202
361,user361@example.com,casual,2024-03-01,4812.24,0.204
362,user362@example.com,casual,2024-05-05,945.63,0.055
363,user363@example.com,loyal,2023-08-28,4140.8,0.025
364,user364@example.com,casual,2024-09-06,1679.8,0.051
365,user365@example.com,new,2023-03-06,2971.49,0.089
366,user366@example.com,casual,2024-09-28,3566.92,0.036
367,user367@example.com,vip,2024-05-24,4150.7,0.155
368,user368@example.com,new,2024-09-23,3298.33,0.093
369,user369@example.com,new,2023-04-17,3781.1,0.036
370,user370@example.com,casual,2024-07-10,4422.05,0.155
371,user371@example.com,new,2023-03-13,1483.27,0.047
372,user372@example.com,casual,2024-02-12,2444.34,0.076
373,user373@example.com,casual,2023-11-22,76.02,0.107
374,user374@example.com,loyal,2024-05-24,1064.15,0.093
375,user375@example.com,loyal,2024-05-22,1480.26,0.089
376,user376@example.com,new,2023-03-21,2701.17,0.077
377,user377@example.com,vip,2023-09-30,895.73,0.017
378,user378@example.com,new,2023-06-08,3425.85,0.048
379,user379@example.com,loyal,2024-04-20,3680.73,0.227
380,user380@example.com,casual,2024-03-22,2691.89,0.083
381,user381@example.com,vip,2024-09-09,1608.34,0.05
382,user382@example.com,new,2023-09-07,2212.83,0.12
383,user383@example.com,casual,2023-06-15,1774.81,0.048
384,user384@example.com,casual,2023-11-10,3459.9,0.064
385,user385@example.com,new,2023-11-18,626.44,0.085
386,user386@example.com,casual,2023-06-22,3816.12,0.098
387,user387@example.com,new,2024-05-23,3038.89,0.017
388,user388@example.com,loyal,2024-10-19,4342.47,0.154
389,user389@example.com,casual,2024-07-31,1380.62,0.098
390,user390@example.com,casual,2024-02-05,1997.0,0.07
391,user391@example.com,vip,2024-06-16,1785.51,0.059
392,user392@example.com,casual,2025-01-27,4564.88,0.067
393,user393@example.com,casual,2024-02-26,888.61,0.089
394,user394@example.com,new,2024-04-20,443.43,0.101
395,user395@example.com,vip,2023-07-01,1458.7,0.14
396,user396@example.com,casual,2024-07-05,2251.32,0.065
397,user397@example.com,loyal,2025-05-05,2665.61,0.14
398,user398@example.com,loyal,2023-06-01,537.38,0.063
399,user399@example.com,new,2023-05-24,2777.54,0.053
400,user400@example.com,vip,2024-02-04,487.36,0.198
401,user401@example.com,loyal,2023-08-01,4669.58,0.055
402,user402@example.com,new,2023-03-05,1386.42,0.15
403,user403@example.com,new,2024-09-15,4054.32,0.004
404,user404@example.com,loyal,2023-03-14,606.85,0.047
405,user405@example.com,loyal,2023-03-26,1745.18,0.161
406,user406@example.com,new,2025-03-27,4674.02,0.086
407,user407@example.com,vip,2023-02-14,3829.26,0.097
408,user408@example.com,loyal,2023-10-20,2484.46,0.212
409,user409@example.com,casual,2024-12-31,2566.91,0.087
410,user410@example.com,casual,2024-01-23,4252.11,0.059
411,user411@example.com,new,2023-10-11,807.7,0.043
412,user412@example.com,loyal,2023-02-25,4604.76,0.174
413,user413@example.com,loyal,2024-06-07,1874.11,0.11
414,user414@example.com,new,2024-10-09,687.56,0.114
415,user415@example.com,casual,2023-05-16,4536.96,0.072
416,user416@example.com,casual,2023-10-31,3857.22,0.125
417,user417@example.com,casual,2023-10-22,2847.85,0.119
418,user418@example.com,casual,2024-09-04,4251.3,0.304
419,user419@example.com,vip,2023-12-29,2530.38,0.108
420,user420@example.com,loyal,2023-03-03,3657.23,0.064
421,user421@example.com,casual,2024-04-10,2729.15,0.012
422,user422@example.com,loyal,2024-12-18,258.45,0.025
423,user423@example.com,casual,2023-11-17,3738.17,0.089
424,user424@example.com,casual,2024-12-03,1842.64,0.079
425,user425@example.com,loyal,2023-10-27,3954.02,0.151
426,user426@example.com,casual,2024-03-15,430.85,0.118
427,user427@example.com,casual,2023-06-30,3516.38,0.05
428,user428@example.com,casual,2023-03-11,1774.78,0.039
429,user429@example.com,loyal,2023-05-30,2943.6,0.072
430,user430@example.com,loyal,2023-01-11,2079.82,0.091
431,user431@example.com,loyal,2023-01-28,408.35,0.107
432,user432@example.com,casual,2025-02-28,3754.53,0.039
433,user433@example.com,loyal,2024-02-28,1811.08,0.007
434,user434@example.com,casual,2024-06-02,803.97,0.111
435,user435@example.com,loyal,2024-02-02,2314.5,0.135
436,user436@example.com,vip,2024-08-06,1879.27,0.041
437,user437@example.com,loyal,2024-06-06,2185.73,0.106
438,user438@example.com,vip,2023-04-09,542.43,0.072
439,user439@example.com,casual,2024-10-02,1148.67,0.019
440,user440@example.com,casual,2024-06-25,3463.85,0.123
441,user441@example.com,new,2024-03-15,4075.05,0.028
442,user442@example.com,loyal,2023-07-05,3120.29,0.036
443,user443@example.com,new,2024-10-24,1561.63,0.087
444,user444@example.com,casual,2025-01-31,2191.14,0.081
445,user445@example.com,vip,2024-02-13,190.84,0.113
446,user446@example.com,new,2025-06-01,4372.77,0.038
447,user447@example.com,loyal,2025-04-23,324.83,0.048
448,user448@example.com,new,2025-02-27,1725.99,0.085
449,user449@example.com,vip,2024-03-30,3792.43,0.128
450,user450@example.com,loyal,2023-10-09,4383.73,0.027
451,user451@example.com,casual,2025-06-13,139.39,0.095
452,user452@example.com,loyal,2024-10-12,3258.18,0.063
453,user453@example.com,new,2024-10-29,1621.95,0.007
454,user454@example.com,new,2023-08-28,426.08,0.163
455,user455@example.com,casual,2023-01-28,1238.01,0.015
456,user456@example.com,casual,2025-01-06,3956.45,0.085
457,user457@example.com,loyal,2024-01-01,323.98,0.101
458,user458@example.com,vip,2023-02-16,3802.64,0.062
459,user459@example.com,casual,2023-07-31,4955.04,0.054
460,user460@example.com,new,2025-06-04,643.87,0.117
461,user461@example.com,casual,2025-05-24,2066.57,0.089
462,user462@example.com,casual,2023-11-14,575.05,0.091
463,user463@example.com,casual,2024-10-20,2390.41,0.043
464,user464@example.com,casual,2025-02-03,1471.34,0.064
465,user465@example.com,casual,2023-08-21,3750.06,0.189
466,user466@example.com,casual,2023-08-20,3127.11,0.206
467,user467@example.com,new,2024-01-25,3255.63,0.055
468,user468@example.com,loyal,2024-01-25,4739.76,0.085
469,user469@example.com,loyal,2023-01-20,3510.48,0.13
470,user470@example.com,casual,2023-03-04,4085.44,0.048
471,user471@example.com,casual,2025-04-30,2628.54,0.015
472,user472@example.com,casual,2023-03-20,1837.68,0.137
473,user473@example.com,new,2024-05-30,751.66,0.079
474,user474@example.com,new,2023-10-17,1357.79,0.261
475,user475@example.com,new,2025-03-07,3271.32,0.1
476,user476@example.com,new,2025-05-01,1095.26,0.063
477,user477@example.com,new,2023-08-06,587.85,0.098
478,user478@example.com,loyal,2023-05-19,4658.21,0.175
479,user479@example.com,casual,2023-07-27,4141.04,0.187
480,user480@example.com,casual,2023-10-22,72.71,0.119
481,user481@example.com,casual,2023-12-07,3991.35,0.183
482,user482@example.com,casual,2023-04-05,4628.0,0.02
483,user483@example.com,casual,2023-08-27,2397.99,0.025
484,user484@example.com,vip,2023-12-10,426.04,0.053
485,user485@example.com,casual,2023-05-31,1582.42,0.133
486,user486@example.com,casual,2024-09-06,1693.3,0.189
487,user487@example.com,casual,2024-11-19,4893.86,0.06
488,user488@example.com,new,2024-07-04,1482.65,0.056
489,user489@example.com,new,2024-08-27,1448.41,0.088
490,user490@example.com,new,2023-07-19,4891.66,0.039
491,user491@example.com,new,2024-12-06,4048.6,0.08
492,user492@example.com,casual,2025-01-22,1346.95,0.103
493,user493@example.com,casual,2024-03-25,1528.2,0.034
494,user494@example.com,new,2025-03-14,3426.62,0.078
495,user495@example.com,new,2023-03-05,4124.88,0.073
496,user496@example.com,casual,2024-06-23,751.43,0.205
497,user497@example.com,casual,2024-06-20,1460.6,0.354
498,user498@example.com,casual,2024-10-18,1542.49,0.057
499,user499@example.com,new,2025-01-09,1314.13,0.018
500,user500@example.com,new,2025-02-11,4165.29,0.116
